policy_id,customer_id,product_line,sum_insured,annual_premium,deductible,start_date,end_date,duration_months,agent_id,channel,riders,renewal_status,lapse_flag,state
POL037290,CUST046063,Motor,275401.0,5783.87,1125.04,2020-12-10,2021-12-05,12.0,AGT000379,Agent,None,Active,False,Uttar Pradesh
POL037291,CUST031154,Health,449316.0,18168.55,1672.62,2020-06-04,2021-05-30,12.0,AGT000175,Broker,None,Renewed,False,Maharashtra
POL037292,CUST011548,Life,507789.0,7011.0,502.97,2023-04-03,2024-03-28,12.0,AGT000214,Agent,Zero Dep,Renewed,False,Andhra Pradesh
POL037293,CUST016189,Motor,4701654.0,111581.38,19782.88,2021-12-23,2022-12-18,12.0,AGT000001,Bancassurance,None,Active,False,Maharashtra
POL037294,CUST048151,Travel,1384209.0,75925.18,10344.92,2020-07-15,2021-07-10,12.0,AGT000075,Agent,Accidental Death,Cancelled,False,Himachal Pradesh
POL037295,CUST036899,Motor,12507913.0,309411.35,50320.87,2021-08-16,2022-08-11,12.0,AGT000355,Direct,Critical Illness,Active,False,Gujarat
POL037296,CUST041582,Life,8673543.0,165470.09,20226.78,2021-05-19,2023-05-09,24.0,AGT000176,Agent,Critical Illness,Renewed,False,Karnataka
POL037297,CUST045193,Health,3679818.0,134578.32,16299.11,2023-09-28,2024-09-22,12.0,AGT000120,Agent,None,Active,True,Maharashtra
POL037298,CUST008251,Travel,2594942.0,138315.79,14174.65,2022-04-21,2025-04-05,36.0,AGT000054,Agent,None,Renewed,False,Tamil Nadu
POL037299,CUST036832,Crop,1351579.0,75957.86,6176.29,2021-07-08,2024-06-22,36.0,AGT000372,Broker,None,Active,False,Kerala
POL037300,CUST013308,Health,480564.0,16804.07,1587.85,2021-12-06,2024-11-20,36.0,AGT000488,Direct,Critical Illness,Active,False,Jharkhand
POL037301,CUST010304,Travel,3449568.0,198835.65,26579.7,2021-06-22,2024-06-06,36.0,AGT000100,Bancassurance,Accidental Death,Lapsed,False,West Bengal
POL037302,CUST000963,Motor,215085.0,6548.96,342.87,2023-02-19,2025-02-08,24.0,AGT000384,Broker,Accidental Death,Renewed,False,Andhra Pradesh
POL037303,CUST012155,Health,2322404.0,114256.58,21291.88,2023-07-09,2024-07-03,12.0,AGT000206,Agent,Critical Illness,Renewed,False,Uttar Pradesh
POL037304,CUST032204,Health,212743.0,8973.16,746.69,2023-12-20,2024-12-14,12.0,AGT000361,Online,Accidental Death,Active,True,Karnataka
POL037305,CUST012359,Crop,2593918.0,159742.25,13386.84,2023-07-16,2028-06-19,60.0,AGT000242,Online,None,Active,False,Karnataka
POL037306,CUST025954,Crop,622597.0,45409.09,7692.09,2023-06-16,2024-06-10,12.0,AGT000383,Agent,Accidental Death,Renewed,False,Maharashtra
POL037307,CUST038018,Health,232299.0,11164.45,1367.94,2022-07-05,2023-06-30,12.0,AGT000055,Agent,Accidental Death,Active,False,Bihar
POL037308,CUST047241,Health,14893368.0,600853.21,82314.56,2021-02-27,2022-02-22,12.0,AGT000362,Direct,None,Active,False,West Bengal
POL037309,CUST003122,Motor,122309.0,3006.89,170.33,2021-07-31,2022-07-26,12.0,AGT000291,Agent,None,Cancelled,False,Haryana
POL037310,CUST007258,Motor,1440975.0,34093.21,2835.51,2020-05-31,2023-05-16,36.0,AGT000260,Direct,Zero Dep,Active,False,Madhya Pradesh
POL037311,CUST022879,Motor,619930.0,19933.37,3869.16,2024-05-24,2025-05-19,12.0,AGT000400,Agent,Zero Dep,Renewed,False,Maharashtra
POL037312,CUST042785,Health,13729705.0,539178.74,41715.45,2021-04-13,2022-04-08,12.0,AGT000174,Bancassurance,None,Active,False,West Bengal
POL037313,CUST017645,Motor,243875.0,6522.25,447.53,2023-08-10,2024-08-04,12.0,AGT000349,Bancassurance,Zero Dep,Renewed,False,Chhattisgarh
POL037314,CUST019608,Health,2362887.0,115141.34,22603.35,2023-05-30,2024-05-24,12.0,AGT000498,Direct,Zero Dep,Renewed,True,Bihar
POL037315,CUST040628,Health,5019506.0,249789.24,44439.16,2023-02-15,2025-02-04,24.0,AGT000480,Agent,Critical Illness,Renewed,False,Tamil Nadu
POL037316,CUST006621,Health,246306.0,10973.29,1004.82,2023-03-31,2026-03-15,36.0,AGT000394,Direct,None,Renewed,False,Uttar Pradesh
POL037317,CUST034970,Health,1269357.0,46270.81,5853.23,2020-06-27,2021-06-22,12.0,AGT000299,Agent,None,Active,False,Uttar Pradesh
POL037318,CUST002935,Life,1121969.0,13956.29,1124.33,2020-07-08,2021-07-03,12.0,AGT000002,Bancassurance,None,Active,False,Assam
POL037319,CUST007156,Motor,2561403.0,61910.03,4135.03,2021-04-19,2022-04-14,12.0,AGT000074,Online,Zero Dep,Active,False,Telangana
POL037320,CUST028304,Home,98824.0,1005.8,91.55,2023-03-16,2024-03-10,12.0,AGT000024,Online,None,Active,False,Rajasthan
POL037321,CUST003547,Motor,4827569.0,137961.86,16997.23,2021-03-20,2022-03-15,12.0,AGT000228,Online,None,Cancelled,True,Kerala
POL037322,CUST013886,Travel,207233.0,13169.21,748.27,2022-12-19,2023-12-14,12.0,AGT000294,Broker,None,Renewed,False,Odisha
POL037323,CUST004297,Life,512875.0,6536.6,536.74,2020-01-27,2021-01-21,12.0,AGT000314,Agent,None,Renewed,False,Tamil Nadu
POL037324,CUST013017,Life,2370929.0,37469.79,5598.54,2022-11-16,2023-11-11,12.0,AGT000481,Direct,Accidental Death,Lapsed,True,Haryana
POL037325,CUST025767,Marine,611956.0,15393.97,786.12,2022-03-13,2023-03-08,12.0,AGT000285,Agent,Zero Dep,Active,False,Haryana
POL037326,CUST042110,Life,571124.0,9177.01,1669.0,2022-09-06,2024-08-26,24.0,AGT000014,Direct,Critical Illness,Active,False,Madhya Pradesh
POL037327,CUST027942,Motor,828910.0,16718.87,3094.54,2023-10-23,2025-10-12,24.0,AGT000491,Bancassurance,None,Renewed,False,Uttar Pradesh
POL037328,CUST013108,Health,13367063.0,504757.58,37463.22,2020-10-20,2021-10-15,12.0,AGT000205,Direct,Zero Dep,Renewed,False,West Bengal
POL037329,CUST000344,Motor,9641949.0,254121.18,13720.27,2020-03-20,2021-03-15,12.0,AGT000485,Direct,None,Active,False,West Bengal
POL037330,CUST015587,Motor,967900.0,19904.47,2559.74,2023-11-14,2028-10-18,60.0,AGT000486,Broker,Critical Illness,Active,False,Bihar
POL037331,CUST012310,Travel,1176779.0,53548.18,6193.74,2020-03-27,2021-03-22,12.0,AGT000038,Agent,Critical Illness,Active,False,Karnataka
POL037332,CUST007541,Health,553245.0,26147.44,4979.68,2024-02-22,2025-02-16,12.0,AGT000470,Agent,None,Renewed,False,Jharkhand
POL037333,CUST033563,Motor,820317.0,25375.08,4813.45,2021-10-08,2022-10-03,12.0,AGT000230,Agent,Accidental Death,Active,False,Maharashtra
POL037334,CUST027843,Home,93851.0,717.43,81.74,2021-04-26,2024-04-10,36.0,AGT000020,Direct,None,Active,False,Andhra Pradesh
POL037335,CUST026715,Travel,2957325.0,167521.03,29386.49,2022-11-22,2023-11-17,12.0,AGT000329,Direct,Accidental Death,Active,False,West Bengal
POL037336,CUST036556,Health,3091523.0,136133.22,19991.74,2021-11-11,2023-11-01,24.0,AGT000485,Online,None,Active,True,Haryana
POL037337,CUST018152,Life,2460355.0,46574.81,8575.14,2022-05-03,2023-04-28,12.0,AGT000107,Broker,None,Cancelled,False,Bihar
POL037338,CUST049816,Health,139324.0,4646.84,803.55,2023-09-28,2024-09-22,12.0,AGT000012,Direct,Critical Illness,Renewed,True,Madhya Pradesh
POL037339,CUST035813,Life,162479.0,2542.79,476.62,2021-01-17,2022-01-12,12.0,AGT000284,Agent,None,Active,False,Chhattisgarh
POL037340,CUST049612,Motor,169852.0,3666.07,259.75,2021-09-18,2024-09-02,36.0,AGT000337,Online,None,Renewed,False,Maharashtra
POL037341,CUST041720,Health,730817.0,30328.2,4649.58,2022-12-24,2023-12-19,12.0,AGT000287,Agent,Accidental Death,Active,False,Haryana
POL037342,CUST013477,Life,1329932.0,25441.3,3571.39,2023-03-15,2024-03-09,12.0,AGT000028,Agent,Critical Illness,Renewed,True,Rajasthan
POL037343,CUST020638,Motor,3025070.0,64640.93,5504.84,2021-04-01,2022-03-27,12.0,AGT000476,Agent,Accidental Death,Active,False,Uttar Pradesh
POL037344,CUST040143,Travel,9897101.0,562053.4,70570.96,2021-09-19,2022-09-14,12.0,AGT000069,Online,Accidental Death,Active,False,Karnataka
POL037345,CUST035534,Motor,13965236.0,421990.49,71432.42,2022-04-10,2023-04-05,12.0,AGT000213,Online,None,Active,False,Tamil Nadu
POL037346,CUST043494,Motor,11972615.0,246014.0,29695.33,2020-10-12,2021-10-07,12.0,AGT000357,Agent,Critical Illness,Active,False,Chhattisgarh
POL037347,CUST008030,Travel,110143.0,4861.76,605.83,2021-07-22,2026-06-26,60.0,AGT000136,Agent,None,Active,False,Maharashtra
POL037348,CUST028423,Health,1449771.0,75175.87,4669.04,,2028-09-25,60.0,AGT000039,Agent,Critical Illness,Active,False,Tamil Nadu
POL037349,CUST041747,Home,2189960.0,15883.85,1314.72,2022-12-14,2025-11-28,36.0,AGT000378,Direct,None,Active,True,Gujarat
POL037350,CUST046898,Travel,489692.0,27417.33,2548.15,2022-03-07,2024-02-25,24.0,AGT000386,Online,None,Renewed,False,Uttar Pradesh
POL037351,CUST026152,Life,587723.0,11166.13,1817.73,2023-01-03,2025-12-18,36.0,AGT000402,Broker,Critical Illness,Renewed,False,Kerala
POL037352,CUST020698,Travel,2370467.0,144910.11,13939.3,2020-10-24,2022-10-14,24.0,AGT000104,Online,Critical Illness,Lapsed,False,West Bengal
POL037353,CUST015328,Life,203138.0,3815.95,535.81,2024-05-01,2025-04-26,12.0,AGT000125,Online,Accidental Death,Cancelled,False,Uttar Pradesh
POL037354,CUST004708,Home,6418297.0,46742.15,7626.73,2023-08-28,2024-08-22,12.0,AGT000413,Agent,Accidental Death,Renewed,False,Odisha
POL037355,CUST035076,Motor,259532.0,7171.98,580.47,2020-07-11,2023-06-26,36.0,AGT000463,Agent,Zero Dep,Renewed,True,Delhi
POL037356,CUST049953,Motor,2353958.0,54189.94,3591.97,2021-08-05,2022-07-31,12.0,AGT000068,Direct,Accidental Death,Lapsed,False,Bihar
POL037357,CUST005397,Motor,2603123.0,54199.48,3907.57,2023-12-14,2025-12-03,24.0,AGT000336,Agent,None,Active,False,West Bengal
POL037358,CUST034996,Home,964636.0,7466.9,437.22,2023-09-11,2025-08-31,24.0,AGT000407,Agent,Accidental Death,Active,False,Gujarat
POL037359,CUST049504,Crop,109967.0,7356.3,858.27,2022-07-27,2023-07-22,12.0,AGT000214,Agent,Accidental Death,Cancelled,False,Bihar
POL037360,CUST039744,Motor,11908508.0,310135.53,41916.73,2023-07-03,2024-06-27,12.0,AGT000443,Direct,Critical Illness,Active,False,Andhra Pradesh
POL037361,CUST002731,Home,1381421.0,13035.23,951.71,2023-03-06,2026-02-18,36.0,AGT000058,Agent,Critical Illness,Active,False,Maharashtra
POL037362,CUST018777,Life,89402.0,1148.71,190.73,2021-05-30,2023-05-20,24.0,AGT000352,Agent,None,Active,True,Madhya Pradesh
POL037363,CUST040819,Life,986911.0,17821.17,3023.08,2021-10-01,2022-09-26,12.0,AGT000321,Bancassurance,None,Lapsed,False,Chhattisgarh
POL037364,CUST004029,Home,1146627.0,9232.61,1439.16,2022-04-11,2023-04-06,12.0,AGT000295,Broker,Zero Dep,Active,False,Assam
POL037365,CUST005161,Health,2697263.0,134287.35,10975.39,2021-12-12,2023-12-02,24.0,AGT000160,Direct,Zero Dep,Active,False,Uttar Pradesh
POL037366,CUST029822,Health,1034379.0,48392.38,8518.28,2021-12-06,2022-12-01,12.0,AGT000384,Agent,Critical Illness,Active,False,West Bengal
POL037367,CUST048644,Travel,85804.0,5460.11,1043.57,2021-02-24,2026-01-29,60.0,AGT000319,Agent,Critical Illness,Active,False,Uttarakhand
POL037368,CUST049462,Motor,6739498.0,156844.27,8636.63,2020-10-18,2023-10-03,36.0,AGT000283,Direct,Zero Dep,Active,False,Maharashtra
POL037369,CUST034590,Health,5109630.0,213142.09,21992.3,2020-07-29,2021-07-24,12.0,AGT000430,Broker,Accidental Death,Active,False,Uttar Pradesh
POL037370,CUST018068,Motor,441884.0,10000.52,1378.41,2022-12-03,2023-11-28,12.0,AGT000492,Direct,Accidental Death,Active,False,Bihar
POL037371,CUST006356,Home,91893.0,658.95,63.86,2021-12-03,2022-11-28,12.0,AGT000454,Broker,None,Active,False,
POL037372,CUST027648,Travel,1123180.0,65129.12,10503.66,2023-03-01,2026-02-13,,AGT000267,Direct,Accidental Death,Active,False,Andhra Pradesh
POL037373,CUST022793,Home,231452.0,1578.87,112.93,2023-01-21,2024-01-16,12.0,AGT000057,Agent,None,Active,False,Madhya Pradesh
POL037374,CUST000830,Motor,994654.0,20678.73,3625.22,2021-06-15,2026-05-20,60.0,AGT000219,Direct,None,Lapsed,False,Delhi
POL037375,CUST038227,Motor,3454136.0,108750.92,9896.29,2020-11-12,2023-10-28,36.0,AGT000028,Agent,None,Active,False,Bihar
POL037376,CUST010648,Health,1417362.0,69601.97,10766.28,2020-07-04,2021-06-29,12.0,AGT000185,Direct,Critical Illness,Active,False,Madhya Pradesh
POL037377,CUST034752,Home,239759.0,1589.48,287.36,2020-11-22,2023-11-07,36.0,AGT000246,Online,None,Active,False,Tamil Nadu
POL037378,CUST018779,Home,516057.0,3320.96,229.13,2022-05-17,2024-05-06,24.0,AGT000071,Direct,Accidental Death,Active,False,Uttar Pradesh
POL037379,CUST039592,Health,3113769.0,120405.58,20347.59,2020-06-23,2023-06-08,36.0,AGT000368,Agent,None,Renewed,False,Karnataka
POL037380,CUST036622,Life,629188.0,12135.12,1180.01,2021-01-08,2022-01-03,12.0,AGT000267,Bancassurance,None,Active,False,West Bengal
POL037381,CUST017110,Crop,102268.0,5858.81,359.22,2022-01-01,2022-12-27,12.0,AGT000277,Direct,Critical Illness,Active,False,West Bengal
POL037382,CUST027436,Health,4417536.0,221032.92,37179.88,2020-05-11,2022-05-01,24.0,AGT000399,Agent,Zero Dep,Renewed,False,Bihar
POL037383,CUST035828,Travel,128684.0,5545.62,820.48,2022-03-26,2023-03-21,12.0,AGT000219,Broker,None,Cancelled,False,Karnataka
POL037384,CUST034638,Health,710832.0,26434.47,4907.13,2023-04-06,2024-03-31,12.0,AGT000368,Agent,None,Active,False,West Bengal
POL037385,CUST034578,Crop,4247167.0,329599.74,32099.92,2021-10-19,2023-10-09,24.0,AGT000215,Online,Accidental Death,Active,False,Maharashtra
POL037386,CUST040922,Life,4369638.0,67347.58,9249.41,2020-12-18,2021-12-13,12.0,AGT000006,Online,None,Cancelled,False,Tamil Nadu
POL037387,CUST046284,Life,8360268.0,152304.24,20965.04,2022-03-19,2025-03-03,36.0,AGT000444,Agent,Accidental Death,Renewed,False,Rajasthan
POL037388,CUST030193,Home,88691.0,708.48,139.56,2023-08-19,2024-08-13,12.0,AGT000254,Bancassurance,Zero Dep,Renewed,False,Rajasthan
POL037389,CUST040516,Motor,7306590.0,219425.28,35880.43,2020-02-15,2021-02-09,12.0,AGT000234,Agent,None,Renewed,False,Tamil Nadu
POL037390,CUST001165,Motor,11939306.0,239473.36,27741.11,2020-11-13,2021-11-08,12.0,AGT000072,Broker,Accidental Death,Cancelled,False,Andhra Pradesh
POL037391,CUST004084,Health,1229575.0,62583.54,11616.04,2021-10-02,2022-09-27,12.0,AGT000290,Agent,Accidental Death,Lapsed,False,Andhra Pradesh
POL037392,CUST047379,Life,200679.0,2976.83,304.85,2021-05-12,2023-05-02,24.0,AGT000049,Agent,None,Lapsed,False,Uttar Pradesh
POL037393,CUST003501,Health,2885480.0,121844.87,12929.92,2022-05-03,2023-04-28,12.0,AGT000128,Broker,None,Lapsed,False,West Bengal
POL037394,CUST003041,Health,10757544.0,357224.49,45338.27,2020-02-26,2022-02-15,24.0,AGT000304,Broker,None,Active,False,Assam
POL037395,CUST048513,Health,271030.0,12225.49,1406.52,2024-06-08,2025-06-03,12.0,AGT000039,Direct,None,Active,False,Bihar
POL037396,CUST006349,Motor,603546.0,17401.24,970.92,2020-12-07,2022-11-27,24.0,AGT000144,Broker,None,Renewed,False,Maharashtra
POL037397,CUST027144,Health,648223.0,23569.57,1797.87,2022-06-25,2025-06-09,36.0,AGT000333,Agent,Accidental Death,Lapsed,False,Maharashtra
POL037398,CUST027838,Motor,1214865.0,25703.2,4111.61,2022-12-28,2023-12-23,12.0,AGT000296,Agent,Accidental Death,Active,False,Maharashtra
POL037399,CUST045952,Life,3370244.0,50272.57,3894.15,2023-05-20,2026-05-04,36.0,AGT000246,Agent,None,Active,True,Kerala
POL037400,CUST007963,Motor,10567270.0,224348.02,17612.54,2021-11-24,2022-11-19,12.0,AGT000381,Broker,None,Active,False,Uttar Pradesh
POL037401,CUST016403,Motor,11540325.0,294494.13,18685.19,2021-04-14,2023-04-04,24.0,AGT000105,Agent,Critical Illness,Active,False,Uttar Pradesh
POL037402,CUST030000,Motor,3532478.0,107757.19,18534.49,2020-12-29,2023-12-14,36.0,AGT000364,Broker,Critical Illness,Active,False,Rajasthan
POL037403,CUST008161,Health,13426107.0,532210.11,80772.28,2023-03-28,2026-03-12,36.0,AGT000067,Agent,None,Lapsed,False,Manipur
POL037404,CUST002685,Motor,1289276.0,30158.82,2917.09,2024-01-11,2025-01-05,12.0,AGT000150,Agent,Critical Illness,Cancelled,False,Madhya Pradesh
POL037405,CUST013235,Motor,4002036.0,97800.78,13253.76,2023-01-24,2024-01-19,12.0,AGT000133,Agent,None,Lapsed,False,Uttar Pradesh
POL037406,CUST033084,Health,8398842.0,429406.05,35745.07,2023-11-18,2026-11-02,36.0,AGT000409,Broker,None,Active,False,Uttar Pradesh
POL037407,CUST028663,Motor,607796.0,19470.25,3579.49,2021-02-20,2023-02-10,24.0,AGT000493,Agent,Zero Dep,Renewed,False,Uttar Pradesh
POL037408,CUST015081,Life,6357636.0,119945.11,8563.89,2021-07-08,2022-07-03,12.0,AGT000367,Direct,Critical Illness,Renewed,False,Karnataka
POL037409,CUST028474,Health,2842977.0,136458.05,10261.11,2024-03-07,2026-02-25,24.0,AGT000475,Broker,Critical Illness,Active,False,Tamil Nadu
POL037410,CUST037626,Crop,14629355.0,763999.68,74270.17,2020-08-28,2021-08-23,12.0,AGT000288,Agent,None,Active,False,Chhattisgarh
POL037411,CUST046115,Marine,2220293.0,46395.42,8287.96,2020-01-13,2021-01-07,12.0,AGT000337,Direct,Critical Illness,Renewed,False,Maharashtra
POL037412,CUST032634,Motor,5895457.0,122745.63,11809.83,2023-04-17,2028-03-21,60.0,AGT000171,Bancassurance,Critical Illness,Active,False,Assam
POL037413,CUST048392,Marine,2593163.0,60647.11,9589.26,2023-02-28,2024-02-23,12.0,AGT000353,Broker,Accidental Death,Renewed,False,Uttar Pradesh
POL037414,CUST017176,Health,133747.0,5378.63,378.8,2022-11-26,2024-11-15,24.0,AGT000476,Online,None,Lapsed,False,Punjab
POL037415,CUST005399,Health,716246.0,24900.0,3712.16,2020-12-24,2022-12-14,24.0,AGT000017,Agent,None,Active,False,Uttar Pradesh
POL037416,CUST007232,Motor,182701.0,4528.87,365.04,2022-07-25,2023-07-20,12.0,AGT000382,Bancassurance,Accidental Death,Renewed,True,Bihar
POL037417,CUST037359,Life,4260468.0,75452.05,13574.1,2023-04-07,2024-04-01,12.0,AGT000362,Online,Zero Dep,Renewed,False,Uttar Pradesh
POL037418,CUST002386,Motor,135562.0,2718.65,297.17,2021-07-11,2022-07-06,12.0,AGT000045,Agent,Critical Illness,Renewed,True,Uttar Pradesh
POL037419,CUST021367,Motor,6891271.0,165822.85,11670.98,2023-10-29,2024-10-23,12.0,AGT000052,Bancassurance,Accidental Death,Active,False,Madhya Pradesh
POL037420,CUST011289,Marine,6028498.0,147465.53,7984.91,2020-01-11,2024-12-15,60.0,AGT000392,Broker,Accidental Death,Active,True,Bihar
POL037421,CUST035416,Motor,1452944.0,39250.22,6417.86,2023-12-18,2024-12-12,12.0,AGT000325,Agent,Zero Dep,Active,False,Maharashtra
POL037422,CUST028455,Life,102599.0,1897.63,139.65,2024-05-26,2025-05-21,12.0,AGT000475,Direct,Accidental Death,Lapsed,False,Uttarakhand
POL037423,CUST019571,Health,606718.0,20574.0,1254.1,2021-06-23,2022-06-18,12.0,AGT000270,Direct,None,Cancelled,True,Manipur
POL037424,CUST020672,Health,592730.0,21016.01,1315.63,2023-02-16,2024-02-11,12.0,AGT000445,Agent,None,Active,False,Madhya Pradesh
POL037425,CUST020559,Motor,106767.0,3124.53,337.12,2020-03-30,2023-03-15,36.0,AGT000253,Agent,None,Active,False,Uttar Pradesh
POL037426,CUST011207,Motor,14998227.0,356276.21,54506.9,2024-01-11,2026-12-26,36.0,AGT000180,Agent,Critical Illness,Renewed,False,Rajasthan
POL037427,CUST001931,Life,204264.0,3334.54,328.3,2023-09-29,2026-09-13,36.0,AGT000161,Bancassurance,None,Active,True,Gujarat
POL037428,CUST025510,Motor,1085415.0,23221.15,4273.02,2022-01-22,2023-01-17,12.0,AGT000134,Agent,Zero Dep,Active,False,Madhya Pradesh
POL037429,CUST023177,Life,140748.0,1726.62,316.47,2021-10-08,2023-09-28,24.0,AGT000154,Bancassurance,Accidental Death,Lapsed,False,Karnataka
POL037430,CUST040753,Life,6183952.0,108104.96,10156.32,2020-04-27,2023-04-12,36.0,AGT000135,Agent,Accidental Death,Lapsed,False,Gujarat
POL037431,CUST019988,Health,250539.0,10968.87,838.4,2020-02-24,2021-02-18,12.0,AGT000117,Agent,None,Active,False,Telangana
POL037432,CUST007982,Motor,10674167.0,227278.68,27992.82,2021-05-28,2023-05-18,24.0,AGT000416,Bancassurance,Zero Dep,Active,False,Gujarat
POL037433,CUST022750,Health,661913.0,29785.72,1858.04,2021-10-20,2023-10-10,24.0,AGT000387,Agent,Zero Dep,Active,False,Gujarat
POL037434,CUST004269,Home,544383.0,5013.92,553.16,2023-06-05,2028-05-09,60.0,AGT000096,Online,Critical Illness,Renewed,False,Madhya Pradesh
POL037435,CUST032305,Life,82653.0,1381.59,232.7,2022-02-05,2023-01-31,12.0,AGT000310,Agent,Accidental Death,Renewed,False,Assam
POL037436,CUST007821,Motor,149967.0,3674.67,451.42,2021-09-16,2022-09-11,12.0,AGT000368,Agent,None,Active,False,Bihar
POL037437,CUST027931,Health,8061358.0,366212.1,27357.28,2022-01-07,2023-01-02,12.0,AGT000220,Bancassurance,None,Lapsed,False,Uttar Pradesh
POL037438,CUST012776,Motor,602776.0,13384.7,986.69,2020-03-27,2025-03-01,60.0,AGT000300,Direct,None,Active,False,Tamil Nadu
POL037439,CUST040226,Motor,636356.0,19214.62,1173.22,2020-04-19,2023-04-04,36.0,AGT000301,Bancassurance,None,Active,False,Jharkhand
POL037440,CUST023560,Health,3733514.0,148466.49,11884.83,2023-10-09,2024-10-03,12.0,AGT000042,Agent,None,Active,False,Assam
POL037441,CUST001782,Motor,122870.0,2869.86,146.69,2020-03-02,2023-02-15,36.0,AGT000476,Agent,Accidental Death,Active,False,Uttarakhand
POL037442,CUST005589,Health,197645.0,6543.74,831.7,2020-03-16,2022-03-06,24.0,AGT000075,Broker,None,Renewed,False,Telangana
POL037443,CUST045405,Motor,2715010.0,60475.48,10655.42,2022-02-05,2023-01-31,12.0,AGT000035,Direct,Critical Illness,Lapsed,False,Madhya Pradesh
POL037444,CUST028774,Motor,1116357.0,33154.93,4358.37,2020-03-07,2022-02-25,24.0,AGT000262,Agent,None,Active,False,Maharashtra
POL037445,CUST002586,Home,593572.0,6120.45,830.88,2022-11-26,2023-11-21,12.0,AGT000473,Direct,Critical Illness,Active,False,Andhra Pradesh
POL037446,CUST006590,Motor,1106644.0,31507.13,5242.09,2024-04-03,2025-03-29,12.0,AGT000019,Direct,None,Active,False,Punjab
POL037447,CUST023345,Health,102208.0,3362.17,646.91,2020-01-19,2021-01-13,12.0,AGT000097,Direct,None,Cancelled,False,Uttar Pradesh
POL037448,CUST009016,Crop,1108603.0,54973.77,2974.72,2024-05-31,2025-05-26,12.0,AGT000214,Bancassurance,Zero Dep,Active,False,Rajasthan
POL037449,CUST017033,Motor,2202970.0,61899.06,9221.7,2024-01-28,2025-01-22,12.0,AGT000471,Direct,Accidental Death,Active,False,Haryana
POL037450,CUST040293,Motor,4237394.0,89228.92,11882.82,2020-03-01,2021-02-24,12.0,AGT000394,Agent,Critical Illness,Active,False,Madhya Pradesh
POL037451,CUST000468,Life,1410514.0,22696.58,3089.97,2022-12-14,2024-12-03,24.0,AGT000076,Bancassurance,None,Lapsed,False,Maharashtra
POL037452,CUST001257,Travel,516181.0,26391.59,3560.76,2022-09-18,2025-09-02,36.0,AGT000467,Agent,None,Active,False,Maharashtra
POL037453,CUST002776,Home,724675.0,7424.64,846.71,2023-12-13,2025-12-02,24.0,AGT000282,Bancassurance,Accidental Death,Active,False,Andhra Pradesh
POL037454,CUST030473,Motor,2518828.0,74648.25,10428.38,2023-03-09,2025-02-26,24.0,AGT000457,Broker,None,Renewed,True,Kerala
POL037455,CUST002539,Motor,2185417.0,44208.16,7686.59,2023-06-02,2024-05-27,12.0,AGT000289,Direct,None,Renewed,False,Gujarat
POL037456,CUST040776,Health,4006316.0,129082.78,15341.62,2021-06-24,2022-06-19,12.0,AGT000006,Agent,None,Active,False,West Bengal
POL037457,CUST036292,Health,2442709.0,100069.42,17258.24,2021-02-21,2022-02-16,12.0,AGT000376,Direct,None,Lapsed,False,Uttar Pradesh
POL037458,CUST004901,Home,568956.0,4076.08,290.69,2021-04-21,2023-04-11,24.0,AGT000079,Agent,Accidental Death,Active,False,Odisha
POL037459,CUST039362,Motor,992255.0,29715.15,3183.28,2023-10-04,2025-09-23,24.0,AGT000111,Online,None,Active,False,Kerala
POL037460,CUST022680,Life,8025409.0,146126.24,23861.26,2021-11-14,2024-10-29,36.0,AGT000125,Agent,None,Active,False,West Bengal
POL037461,CUST010531,Marine,10043921.0,216969.78,11114.92,2022-04-30,2025-04-14,36.0,AGT000314,Online,Accidental Death,Active,False,Gujarat
POL037462,CUST047091,Health,1370221.0,58663.77,11333.66,2022-05-17,2023-05-12,12.0,AGT000092,Direct,Critical Illness,Renewed,False,Punjab
POL037463,CUST015280,Health,3173805.0,125337.3,13765.21,2021-05-22,2023-05-12,24.0,AGT000184,Agent,Zero Dep,Active,False,Uttarakhand
POL037464,CUST019222,Motor,6950545.0,208491.09,37433.85,2021-01-06,2022-01-01,12.0,AGT000162,Broker,Accidental Death,Renewed,True,Telangana
POL037465,CUST028933,Health,446287.0,22768.54,3580.41,2020-01-10,2021-01-04,12.0,AGT000337,Direct,Zero Dep,Cancelled,False,Tamil Nadu
POL037466,CUST005610,Life,472698.0,8993.25,1537.37,2022-01-12,2024-12-27,36.0,AGT000455,Direct,Zero Dep,Active,False,Gujarat
POL037467,CUST006089,Motor,124582.0,3078.31,597.86,2024-02-29,2027-02-13,36.0,AGT000348,Agent,None,Cancelled,False,Uttar Pradesh
POL037468,CUST049831,Health,4547745.0,179641.32,26404.09,2022-02-05,2023-01-31,12.0,AGT000067,Agent,Accidental Death,Lapsed,False,West Bengal
POL037469,CUST033558,Home,441070.0,4248.78,384.98,2021-07-17,2022-07-12,12.0,AGT000011,Direct,Critical Illness,Active,False,West Bengal
POL037470,CUST039031,Health,173209.0,5970.58,462.11,2021-12-27,2022-12-22,12.0,AGT000476,Direct,None,Active,True,Uttar Pradesh
POL037471,CUST009392,Life,8969082.0,128509.9,20923.38,2021-07-21,2022-07-16,12.0,AGT000492,Agent,Accidental Death,Renewed,False,West Bengal
POL037472,CUST042504,Crop,128522.0,9503.54,993.96,2021-09-28,2022-09-23,12.0,AGT000124,Broker,None,Active,False,Haryana
